,location account #,business name,dba name,street address,city,location description,mailing address,mailing city,mailing zip code,naics,primary naics description,council district,location start date,location end date,location,zip_code
5458,0002934756-0001-8,THREE SQUARES A DAY,LULU'S RESTAURANT,16900   ROSCOE BLVD,van nuys,16900 ROSCOE 91406-1101,,,,722110,Full-service restaurants,6,03/01/2013,,"(34.2207, -118.5015)",91406
5459,0000832924-0001-5,SINGAPORE'S BANANA LEAF INC,,6333 W 3RD STREET   UNIT #130,los angeles,6333 3RD 90036-3109,,,,722110,Full-service restaurants,5,01/20/2002,,"(34.0722, -118.3604)",90036
5460,0000022594-0001-8,LA FONDA ANTIOQUENA CORP,LA FONDA ANTOQUENA RESTAURANT,5125 MELROSE AVENUE,los angeles,5125 MELROSE 90038-4108,,,,722110,Full-service restaurants,13,07/07/1992,,"(34.0835, -118.3125)",90038
5461,0003035226-0001-9,VM & JM CORP,INTI PERUVIAN RESTAURANT,5870   MELROSE AVENUE   #5,los angeles,5870 MELROSE 90038-3756,,,,722110,Full-service restaurants,5,01/01/2018,,"(34.0832, -118.3285)",90038
5462,0003099996-0001-9,DAVENPORT RESTAURANT GROUP INC,,16120   VENTURA BLVD,encino,16120 VENTURA 91436-2502,128 FALLEN LEAF LANE,WESTLAKE VILLAGE,91361-4803,722110,Full-service restaurants,4,08/24/2017,,"(34.1562, -118.4845)",91436
5463,0003023913-0001-8,TEMPTATION CAFE LOUNGE LLC,SHISHA CAFE LOUNGE,18000   VENTURA BLVD   UNIT #5-6,encino,18000 VENTURA 91316-3524,18136 OXNARD STREET UNIT #43,TARZANA,91356-1766,722110,Full-service restaurants,4,01/02/2018,,"(34.1643, -118.5248)",91316
5464,0003004110-0001-3,"FOOD FACTORY, INC.",CALIFORNIA RAMEN FACTORY,4010 W 3RD STREET,los angeles,4010 3RD 90020-3103,4010 W 3RD STREET,LOS ANGELES,90020-3103,722110,Full-service restaurants,10,08/28/2017,,"(34.0688, -118.3012)",90020
5465,0002616759-0001-7,OMI SUSHI INC,ARIYOSHI,5358 WILSHIRE BLVD,los angeles,5358 WILSHIRE 90036-4212,,,,722110,Full-service restaurants,5,05/18/2012,,"(34.0621, -118.3453)",90036
5466,0000605933-0001-6,DIATECH PLANNING INC,SAKE HOUSE AIRO,809 S LA BREA AVENUE,los angeles,809 LA BREA 90036-4809,809 S LA BREA AVENUE,LOS ANGELES,90036-4809,722110,Full-service restaurants,5,05/30/2002,,"(34.0603, -118.3447)",90036
5467,0002594453-0001-6,SUK JA LIM,BOB HOUSE,1600 W SLAUSON AVENUE   UNIT #A-18,los angeles,1600 SLAUSON 90047-1117,501 S KENMORE AVENUE   #204,LOS ANGELES,90020-2541,722110,Full-service restaurants,8,01/01/2012,,"(33.9885, -118.3054)",90047
5468,0002221303-0001-7,TAIHEYO 3 CORPORATION,IZAKA-YA BY KATSU-YA,8420 W 3RD STREET,los angeles,8420 3RD 90048-4112,15819   STAGG STREET,VAN NUYS,91406-1922,722110,Full-service restaurants,5,01/02/2007,,"(34.073, -118.3738)",90048
5469,0002907871-0001-3,MARIA DE JUAREZ,MAMA TACOS,700 S SAN PEDRO STREET   #101,los angeles,700 SAN PEDRO 90014-2480,,,,722110,Full-service restaurants,14,04/29/2016,,"(34.0403, -118.2467)",90014
5470,0003297896-0001-7,WOOD RANCH WLA LP,WOOD RANCH,11700 WILSHIRE BLVD,los angeles,11700 WILSHIRE 90025-1503,2835 Townsgate #200,Westlake Village,91361-3079,722110,Full-service restaurants,11,02/16/2022,,,90025
5471,0002983617-0001-4,ALMA LETICIA VINDEL GOCHEZ,LA FAMILIA HAY SABOR,18515   ROSCOE BLVD,northridge,18515 ROSCOE 91324-4632,,,,722110,Full-service restaurants,12,04/24/2017,,"(34.2211, -118.5373)",91324
5472,0000884748-0001-1,FILOMENA D'AMORE,PATSY'S PIZZA,6333 W 3RD STREET #448,los angeles,6333 3RD 90036-3195,,,,722110,Full-service restaurants,5,07/18/1998,,"(34.0713, -118.36)",90036
5473,0000965977-0001-3,MOHAMMED SAFDARI,NAN DAGH KABOB DAGH & BAKERY,7163 LINDLEY AVENUE SUITE #2,reseda,7163 LINDLEY 91335-4615,,,,722110,Full-service restaurants,4,07/01/1999,,"(34.2004, -118.5273)",91335
5474,0003043499-0001-6,SELMA AVENUE INC.,CHATEAU HANARE,8097   SELMA AVENUE,los angeles,8097 SELMA 90046-2571,8091   SELMA AVENUE,LOS ANGELES,90046-2571,722110,Full-service restaurants,4,04/16/2018,,"(34.0988, -118.3671)",90046
5475,0003084601-0001-6,TNJ DINING INC,RAMEN JOINT,6220 W 87TH STREET,los angeles,6220 87TH 90045,6220 W 87TH STREET,LOS ANGELES,90045-3902,722110,Full-service restaurants,11,11/16/2018,,"(33.9585, -118.394)",90045
5476,0000766657-0001-8,STONEFIRE GRILL 2 INC,STONEFIRE GRILL,6405 FALLBROOK AVENUE,west hills,6405 FALLBROOK 91307-3518,30401   AGOURA ROAD   SUITE #130,AGOURA HILLS,91301-2084,722110,Full-service restaurants,12,02/25/2003,,"(34.1865, -118.6233)",91307
5477,0003055039-0001-2,JIN CHINESE KITCHEN LLC,JIN CHINA BISTRO,123   ONIZUKA STREET   SUITE #202,los angeles,123 ONIZUKA 90012-3847,,,,722110,Full-service restaurants,14,05/15/2018,,"(34.0503, -118.242)",90012
5478,0003112398-0001-2,DAISY'S RESTAURANT INC,DAISY'S RESTAURANT,15335   PARTHENIA STREET,north hills,15335 PARTHENIA 91343-5105,,,,722110,Full-service restaurants,6,03/01/2019,,"(34.2284, -118.4664)",91343
5479,0002994719-0001-5,"TWIST BAKE SHOP, INC.",,4357   WILSHIRE BLVD,los angeles,4357 WILSHIRE 90010,344 S LA BREA AVENUE,LOS ANGELES,90036-3526,722110,Full-service restaurants,13,07/07/2017,,"(34.0623, -118.3236)",90010
5480,0000681793-0001-3,BUNKER HILL CLUB INC,CITY CLUB LOS ANGELES,555 S FLOWER STREET   SUITE #5100,los angeles,555 FLOWER 90071-2400,555 S FLOWER STREET FLOOR #51ST,LOS ANGELES,90071-2300,722110,Full-service restaurants,14,06/01/1989,,"(34.0509, -118.2569)",90071
5481,0002532512-0002-1,NORMA LUCIA JIMENEZ PEREZ,VIVA LA ESTRELLA BELEN,538  1/2 N MISSION ROAD,los angeles,538 MISSION 90033-1210,,,,722110,Full-service restaurants,14,04/25/2019,,"(34.0545, -118.2243)",90033
5482,0002965176-0001-2,MY 2 CENTS LA,,5583 W PICO BLVD,los angeles,5583 PICO 90019-3920,,,,722110,Full-service restaurants,10,11/04/2016,,"(34.0498, -118.3598)",90019
5483,0003051976-0001-8,KOP JAI LAI RESTAURANT,,15423   CHATSWORTH STREET,mission hills,15423 CHATSWORTH 91345-1905,,,,722110,Full-service restaurants,7,05/15/2018,,"(34.265, -118.4686)",91345
5484,0003044580-0001-7,T.U.J. KUMHINO CORP.,T.G.I. KOREAN BBQ,2585 W OLYMPIC BLVD,los angeles,2585 OLYMPIC 90006-2986,2585 W OLYMPIC BLVD,LOS ANGELES,90006-2986,722110,Full-service restaurants,1,03/26/2018,,"(34.0526, -118.2874)",90006
5485,0002974773-0001-7,JIRO RAMEN INC,,2212 W SUNSET BLVD,los angeles,2212 SUNSET 90026-3002,,,,722110,Full-service restaurants,13,04/19/2016,,"(34.078, -118.2666)",90026
5487,0003147495-0001-2,HY ENTERPRISES INC,KINO SUSHI & RAMEN,6721 HOLLYWOOD BLVD,los angeles,6721 HOLLYWOOD 90028-4604,6721 HOLLYWOOD BLVD,LOS ANGELES,90028-4604,722110,Full-service restaurants,13,08/05/2019,,"(34.1017, -118.3369)",90028
5488,0003042276-0001-1,"BARCADE LOS ANGELES, LLC",,5684   YORK BLVD,los angeles,5684 YORK 90042-2551,148 W 24TH STREET,NEW YORK,10011-1916,722110,Full-service restaurants,14,06/29/2018,,"(34.1186, -118.1942)",90042
5489,0002890127-0001-6,TASTE OF BOMBAY,CURRY POT,1321   WESTWOOD BLVD,los angeles,1321 WESTWOOD 90024,,,,722110,Full-service restaurants,5,03/01/2016,,"(34.0564, -118.4426)",90024
5490,0002899007-0002-4,EMAD WAHBA,THE GREEN OLIVE,3031 S FIGUEROA STREET,los angeles,3031 FIGUEROA 90007-3712,,,,722110,Full-service restaurants,9,05/01/2019,,"(34.0248, -118.2783)",90007
5491,0000881330-0001-6,JACK IN THE BOX INC,JACK IN THE BOX #389,459 S VERMONT AVENUE,los angeles,459 VERMONT 90020-1909,9357   SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,10,11/01/1970,,"(34.0662, -118.2916)",90020
5492,0002532780-0001-5,YOU N I WITH J INC,SUSHI AJITO,1302 N HIGHLAND AVENUE,los angeles,1302 HIGHLAND 90028-7609,,,,722110,Full-service restaurants,13,12/03/2010,,"(34.0944, -118.3386)",90028
5493,0002998049-0001-8,TRATTORIA DEL SOL LLC,TRATTORIA DEL SOL,14228   VENTURA BLVD,sherman oaks,14228 VENTURA 91423-2715,,,,722110,Full-service restaurants,4,06/22/2017,,"(34.1498, -118.4431)",91423
5494,0003098811-0001-1,HLLS LLC,HELL'S CHICKEN,8666   FOOTHILL BLVD,sunland,8666 FOOTHILL 91040-1911,,,,722110,Full-service restaurants,7,02/01/2019,,"(34.2594, -118.3218)",91040
5495,0003130711-0001-2,LA ILLUSION INC,SF LA UNION RESTAURANT,20154   SATICOY STREET   SUITE #A1,winnetka,20154 SATICOY 91306,18326   INGOMAR STREET,RESEDA,91335-2034,722110,Full-service restaurants,3,07/01/2019,,"(34.2079, -118.573)",91306
5496,0000041726-0015-3,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL,1603 SEPULVEDA BLVD,torrance,1603 SEPULVEDA 90501-5104,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,15,09/28/1994,,"(33.8161, -118.3065)",90501
5497,0002958553-0001-0,SUB TUAM HUA INC,THE DISH THAI FUSION CUISINE,11717   MOORPARK STREET,studio city,11717 MOORPARK 91604-2112,,,,722110,Full-service restaurants,2,01/24/2017,,"(34.1507, -118.3884)",91604
5498,0002077710-0009-0,MENDOCINO FARMS LLC,,11911 SAN VICENTE BLVD    #100,los angeles,11911 SAN VICENTE 90049-6633,POST OFFICE BOX #780045,WICHITA,67278-0045,722110,Full-service restaurants,11,04/01/2018,,"(34.0532, -118.4703)",90049
5499,0002999954-0001-0,PBJ.LA RETAIL ONE LLC,PBJ.LA,317 S BROADWAY     SPACE #C11,los angeles,317 BROADWAY 90013-1279,317 S BROADWAY     SPACE #C11,LOS ANGELES,90013-1279,722110,Full-service restaurants,14,08/01/2017,,"(34.0509, -118.249)",90013
5500,0002263744-0001-9,CARLOS GERMAN MARTINEZ,GLAMOUR PLUS,7800   WOODLAND  STREET   #95,van nuys,7800 WOODLAND  91402-,POST OFFICE BOX #801,NORTH HOLLYWOOD,91603-0801,722110,Full-service restaurants,0,08/01/2007,,"(0.0, 0.0)",91402
5501,0002841933-0001-2,BARCITO LLC,,403 W 12TH STREET,los angeles,403 12TH 90015-2150,,,,722110,Full-service restaurants,14,01/15/2015,,"(34.0401, -118.2633)",90015
5502,0000658474-0001-8,B SCOTT BENNETT INC,BENNETT'S ICE CREAM | THE REFRESHER/BENNETTS ICE CREAM,6333 W 3RD STREET #548/622,los angeles,6333 3RD 90036-3109,,,,722110,Full-service restaurants,5,01/01/1963,,"(34.0713, -118.36)",90036
5503,0002959418-0001-7,"SSKH, INC.",CHAKAN SULLUNGTANG,543 S WESTERN AVENUE,los angeles,543 WESTERN 90020-4207,,,,722110,Full-service restaurants,10,02/15/2017,,"(34.0645, -118.3092)",90020
5504,0002484286-0001-2,GLORIA LEZAMA,S A RESTAURANT,3859 BROADWAY PLACE #6,los angeles,3859 BROADWAY 90037-1413,,,,722110,Full-service restaurants,9,02/08/2010,,"(34.0127, -118.2764)",90037
5505,0002487742-0001-2,AMALIAS KITCHEN INC,AMALIAS,4210   BEVERLY BLVD,los angeles,4210 BEVERLY 90004-4430,,,,722110,Full-service restaurants,10,02/01/2010,,"(34.0762, -118.3009)",90004
5506,0002867920-0001-1,"SZECHUAN PLACE, LLC",SZECHUAN PLACE,9250 RESEDA BLVD UNIT #7-8,northridge,9250 RESEDA 91324-3142,9250   RESEDA BLVD   #8,NORTHRIDGE,91324-3142,722110,Full-service restaurants,12,11/16/2015,,"(34.2382, -118.536)",91324
5507,0002230042-0001-1,ELITE PREMIER RESTAURANT INC,,12743 VENTURA BLVD,studio city,12743 VENTURA 91604-2430,,,,722110,Full-service restaurants,4,01/06/2006,,"(34.1447, -118.4103)",91604
5508,0003018153-0002-5,HAFA MANAGEMENT CORP,MCDONALD'S # 27753,7161   SEPULVEDA BLVD,van nuys,7161 SEPULVEDA 91405-2930,42913   CAPITAL DRIVE   UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,6,11/01/2017,,"(34.2008, -118.4666)",91405
5509,0003201471-0001-3,RM 2015 INC,HANABI,3954   BEVERLY BLVD,los angeles,3954 BEVERLY 90004,440 S OCCIDENTAL BLVD   APT #403,LOS ANGELES,90057-5604,722110,Full-service restaurants,10,07/01/2020,,"(34.0762, -118.2949)",90004
5510,0000646627-0001-9,AHAM TRADING CORP,JAVAN RESTAURANT,11500 SANTA MONICA BLVD,los angeles,11500 SANTA MONICA 90025-3008,11518   SANTA MONICA BLVD,LOS ANGELES,90025-3008,722110,Full-service restaurants,11,11/01/1986,,"(34.0455, -118.4519)",90025
5511,0000170398-0001-2,MORISHITA ENTERPRISES INC,NIRVANA,314 E 1ST STREET,los angeles,314 1ST 90012-3902,314 E 1st,Los Angeles,90012-3902,722110,Full-service restaurants,14,07/04/1994,,"(34.0501, -118.2404)",90012
5512,0002909515-0001-0,HABIBI SME INC,HABIBI CAFE PALM COURT GARDEN AT THE FOUR SEASONS HOTEL,300 S DOHENY DRIVE,los angeles,300 DOHENY 90048-3704,927   BROXTON AVENUE,LOS ANGELES,90024-2801,722110,Full-service restaurants,5,05/09/2016,,"(34.073, -118.3892)",90048
5513,0000554785-0016-4,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY # 17331,600 W 9TH STREET,los angeles,600 9TH 90015-4301,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,14,06/15/2012,,"(34.0451, -118.2603)",90015
5514,0002506885-0001-6,LEO PARDO INC,DELLA TERRA,7675 BEVERLY BLVD,los angeles,7675 BEVERLY 90036-2727,,,,722110,Full-service restaurants,5,01/02/2010,,"(34.0761, -118.357)",90036
5515,0002781005-0001-7,AVJ FOODS INC.,NUMERO UNO PIZZA,5044 WILSHIRE BLVD,los angeles,5044 WILSHIRE 90036-4305,5044 WILSHIRE BLVD,LOS ANGELES,90036-4305,722110,Full-service restaurants,5,10/16/2014,,"(34.0621, -118.3396)",90036
5516,0003047374-0001-7,NORIK TSATURYAN,,310 W 7TH STREET,los angeles,310 7TH 90014-1706,,,,722110,Full-service restaurants,14,04/20/2018,,"(34.0453, -118.2539)",90014
5517,0003214553-0001-1,PHAN NGOC NGUYEN,RICE WOK,4360 LAUREL CANYON BLVD,studio city,4360 LAUREL CANYON 91604-1709,,,,722110,Full-service restaurants,4,10/15/2020,,"(34.1501, -118.3961)",91604
5518,0000994682-0001-1,POYO INC,EL POLLO LOCO,6752 RESEDA BLVD,reseda,6752 RESEDA 91335-5315,POST OFFICE BOX #3511,Granada Hills,91394-0511,722110,Full-service restaurants,4,12/17/1999,,"(34.193, -118.536)",91335
5519,0000451581-0001-4,PA RUAY INC,THAI FOOD EXPRESS,1406 W 6TH STREET,los angeles,1406 6TH 90017-1707,,,,722110,Full-service restaurants,1,06/07/2001,,"(34.0562, -118.2673)",90017
5520,0000456759-0001-2,ART'S DELICATESSEN INC,ART'S DELI,12224 VENTURA BLVD,studio city,12224 VENTURA 91604-2518,,,,722110,Full-service restaurants,4,06/01/1957,,"(34.1432, -118.3988)",91604
5521,0002556945-0001-1,RAMON ABARCA,LOS 7 MARES,8859 WOODMAN AVENUE,arleta,8859 WOODMAN 91331-6520,,,,722110,Full-service restaurants,6,01/03/2011,,"(34.231, -118.4372)",91331
5522,0002939199-0001-3,AMAR DESH INC,AMAR DESH INDIAN RESTAURANT,2411 W OLYMPIC BLVD   SUITE #5,los angeles,2411 OLYMPIC 90006-2000,2411 W OLYMPIC BLVD   SUITE #5,LOS ANGELES,90006-2000,722110,Full-service restaurants,1,10/18/2016,,"(34.0526, -118.2838)",90006
5523,0003092019-0001-9,SUN JU PARK,,7311   BEVERLY BLVD,los angeles,7311 BEVERLY 90036,7311   BEVERLY BLVD,LOS ANGELES,90036-2534,722110,Full-service restaurants,5,01/01/2019,,"(34.0764, -118.3491)",90036
5524,0002596570-0001-2,MARCO A GAMBOA,BIG FAT,17729 SATICOY STREET,reseda,17729 SATICOY 91335-3350,,,,722110,Full-service restaurants,4,01/26/2012,,"(34.2084, -118.5198)",91335
5525,0002049788-0002-0,MARIA E RODRIGUEZ,COMA PRONTO,5560   SANTA MONICA BLVD,los angeles,5560 SANTA MONICA 90038-2902,,,,722110,Full-service restaurants,13,05/05/2008,,"(34.0907, -118.311)",90038
5526,0002403333-0001-1,MANTEE INC,MANTEE CAFE | MANTEE MEDITERRANEAN CAFE,10962 VENTURA BLVD,studio city,10962 VENTURA 91604-3340,10962 VENTURA BLVD,STUDIO CITY,91604-3340,722110,Full-service restaurants,4,01/14/2009,,"(34.14, -118.3693)",91604
5527,0002921086-0001-3,MORIMORI INC,,8456   RESEDA BLVD,northridge,8456 RESEDA 91324-4624,,,,722110,Full-service restaurants,12,07/01/2016,,"(34.2242, -118.536)",91324
5528,0002856046-0001-9,SALTS JR LLC,SALTS CURE,1155 N HIGHLAND AVENUE,los angeles,1155 HIGHLAND 90038-1204,1155 N HIGHLAND AVENUE,LOS ANGELES,90038-1204,722110,Full-service restaurants,13,10/01/2015,,"(34.0917, -118.3386)",90038
5529,0003256843-0001-2,CHASING CREPE INC,,16101   VENTURA BLVD   SUITE #101,encino,16101 VENTURA 91436,16101   VENTURA BLVD   SUITE #101,ENCINO,91436-2508,722110,Full-service restaurants,4,06/01/2021,,"(34.157, -118.4841)",91436
5530,0003026660-0001-0,ARICELA ANABEL PASCUAL,LA TECLENA,1443 W 11TH STREET,los angeles,1443 11TH 90015-1227,,,,722110,Full-service restaurants,1,01/16/2018,,"(34.0471, -118.2731)",90015
5531,0003286550-0001-7,2 RHEE INC,,10174 RESEDA BLVD,northridge,10174 RESEDA 91324-1487,,,,722110,Full-service restaurants,12,12/15/2021,,"(34.256, -118.5353)",91324
5532,0003308454-0001-6,ENEIDA LISBETH OVIEDO,FRESH & YUMMY CAFE,5450 W PICO BLVD UNIT #105,los angeles,5450 Pico 90019-3997,,,,722110,Full-service restaurants,10,04/01/2022,,"(34.0486, -118.3573)",90019
5533,0003030563-0001-8,KLG KITCHEN INC,,16931   DEVONSHIRE STREET,granada hills,16931 DEVONSHIRE 91344-7407,2525 W 8TH STREET   SUITE #300,LOS ANGELES,90057-5239,722110,Full-service restaurants,12,02/01/2018,,"(34.2579, -118.5012)",91344
5534,0000100904-0001-6,KILEEM INC,HANBAT SHUL LUNG TANG,4163 W 5TH STREET,los angeles,4163 5TH 90020-4129,,,,722110,Full-service restaurants,10,07/01/2003,,"(34.0653, -118.3094)",90020
5535,0002372215-0004-1,NUKI SUB INC,SUBWAY,2112 W 7TH STREET,los angeles,2112 7TH 90057-4001,10511   ASHTON AVENUE   #303,LOS ANGELES,90024-5193,722110,Full-service restaurants,1,04/15/2016,,"(34.0565, -118.277)",90057
5536,0002919114-0001-9,L.A. NAK GI CORP.,THE NAK GI,356 S WESTERN AVENUE   SUITE #203,los angeles,356 WESTERN 90020-3836,356 S WESTERN AVENUE   SUITE #203,LOS ANGELES,90020-3836,722110,Full-service restaurants,10,07/01/2016,,"(34.0674, -118.3087)",90020
5537,0000718251-0001-1,KILLER PIZZA ENTERPRISES INC,,11633 SAN VICENTE BLVD #104,los angeles,11633 SAN VICENTE 90049-6512,,,,722110,Full-service restaurants,11,02/21/1989,,"(34.0539, -118.4631)",90049
5538,0003072354-0001-2,FOOD CHANNEL INC,TOMI SUSHI,12740   CULVER BLVD   SUITE #A,los angeles,12740 CULVER 90066,12740   CULVER BLVD   SUITE #A,LOS ANGELES,90066-6574,722110,Full-service restaurants,11,09/01/2018,,"(33.9855, -118.4248)",90066
5539,0002583438-0001-8,KURA SUSHI USA INC,KURA REVEOLVING SUSHI BAR | KURA REVOLVING SUSHI BAR,333 E 2ND STREET,los angeles,333 2ND 90012-4202,17461   DERIAN AVENUE   SUITE #200,IRVINE,92614-5820,722110,Full-service restaurants,14,10/24/2011,,"(34.0487, -118.2407)",90012
5540,0002918137-0001-2,CLAYTON'S PUBLIC HOUSE LP,,400 S MAIN STREET   UNIT #808,los angeles,400 MAIN 90013-1326,,,,722110,Full-service restaurants,14,06/28/2016,,"(34.0477, -118.2471)",90013
5541,0002454877-0001-3,ROSA DURAN,RESTAURANTE DURAN AND FAMILIA,12431   SAN FERNANDO ROAD   UNIT #F,sylmar,12431 SAN FERNANDO 91342-7747,,,,722110,Full-service restaurants,7,07/01/2008,,"(34.2963, -118.4562)",91342
5542,0002745168-0001-4,MONA TRADING INC,BIRIYANI KABOB HOUSE,3525 W 3RD STREET SUITE #1,los angeles,3525 3RD 90020-2027,,,,722110,Full-service restaurants,10,04/09/2014,,"(34.069, -118.2924)",90020
5543,0002855362-0001-5,KALI DINING LLC,,5722 MELROSE AVENUE,los angeles,5722 MELROSE 90038-3808,10771 OREGON AVENUE,CULVER CITY,90232-3727,722110,Full-service restaurants,13,10/01/2015,,"(34.0834, -118.3247)",90038
5544,0003072714-0001-1,BFTRIPLENET,BARRIO FIESTA,16150   NORDHOFF STREET,north hills,16150 NORDHOFF 91343-3044,,,,722110,Full-service restaurants,12,09/01/2018,,"(34.2355, -118.4845)",91343
5545,0002864263-0001-1,MARVIN D SWEETWOOD,ESPERANZA'S SALVADORIAN CAFE,18300 VANOWEN STREET #2,reseda,18300 VANOWEN 91335-5493,6651   HASKELL AVENUE   APT #104,VAN NUYS,91406-6160,722110,Full-service restaurants,4,11/15/2015,,"(34.1938, -118.5316)",91335
5546,0003064202-0001-5,ED & TOM INC,BURGERIM LAKE BALBOA,7600   BALBOA BLVD   UNIT #8,lake balboa,7600 BALBOA 91406-2202,,,,722110,Full-service restaurants,6,07/10/2018,,"(34.2084, -118.501)",91406
5547,0000657715-0001-8,DB HVAC & APPLIANCE REPAIRS INC,,10750 MCLENNAN AVENUE,granada hills,10750 MCLENNAN 91344-5017,POST OFFICE BOX #8371,MISSION HILLS,91346-8371,722110,Full-service restaurants,12,04/01/2002,,"(34.2662, -118.5012)",91344
5548,0002531633-0001-5,YURA INTERNATIONAL INC,KI KU SUSHI,246 N LARCHMONT BLVD,los angeles,246 LARCHMONT 90004-3707,,,,722110,Full-service restaurants,13,12/01/2010,,"(34.0753, -118.3236)",90004
5549,0002584907-0001-1,POLISH RESTAURANT INC,POLKA RESTAURANT,4112 VERDUGO ROAD,los angeles,4112 VERDUGO 90065-3821,,,,722110,Full-service restaurants,13,06/01/2011,,"(34.1252, -118.2317)",90065
5550,0002998741-0001-9,HATCH YAKITORI LP,,700 S FLOWER STREET   SUITE #G600,los angeles,700 FLOWER 90017,121 E 6TH STREET   UNIT #801,LOS ANGELES,90014-2050,722110,Full-service restaurants,14,12/01/2017,,"(34.0476, -118.2589)",90017
5551,0002898371-0001-1,FLORES AND SONS,,2024   SAWTELLE BLVD,los angeles,2024 SAWTELLE 90025-6230,,,,722110,Full-service restaurants,11,01/01/2016,,"(34.0405, -118.4428)",90025
5552,0002738523-0002-3,SFO GROUP CORPORATION,WIENERSCHNITZEL #114,3619 W OLYMPIC BLVD,los angeles,3619 OLYMPIC 90019-2028,3619 W OLYMPIC BLVD,LOS ANGELES,90019-2028,722110,Full-service restaurants,5,06/01/2017,,"(34.0532, -118.3182)",90019
5553,0002713719-0001-6,CROWN BROS INC,CITY OF ANGELS RESTAURANT,13311 SHERMAN WAY,n hollywood,13311 SHERMAN 91605-4442,,,,722110,Full-service restaurants,2,11/01/2013,,"(34.2012, -118.4227)",91605
5554,0002979363-0001-7,BEYOND TASTE LLC,,6020   SEABLUFF DRIVE   UNIT #414,playa vista,6020 SEABLUFF 90094-2265,,,,722110,Full-service restaurants,11,05/01/2017,,"(33.9737, -118.4221)",90094
5555,0000195355-0063-3,PANDA EXPRESS INC,PANDA EXPRESS #3272,17200 VENTURA BLVD SUITE #224,encino,17200 VENTURA 91316-4005,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,4,10/01/2019,,"(34.1599, -118.5078)",91316
5556,0002772440-0001-2,RAFINA,LAKE SIDE CAFE,16817 VENTURA BLVD,encino,16817 VENTURA 91436-1703,14617   KESWICK STREET,VAN NUYS,91405-1204,722110,Full-service restaurants,4,07/04/2014,,"(34.1588, -118.4993)",91436
5557,0002824723-0002-0,PJCA 2 LP,PAPA JOHN'S,5962 W OLYMPIC BLVD,los angeles,5962 OLYMPIC 90036-4610,2337   ROSCOMARE ROAD   SUITE #6,LOS ANGELES,90077-1851,722110,Full-service restaurants,5,04/15/2015,,"(34.0577, -118.3609)",90036
5558,0002540727-0001-7,AMILCAR ADILIO DE LEON,PUPUSERIA MENCHITA,1606 BEVERLY BLVD,los angeles,1606 BEVERLY 90026-5711,,,,722110,Full-service restaurants,1,01/31/2011,,"(34.0634, -118.2632)",90026
5559,0002460009-0002-7,T BURGERS INC,TOMMY'S BURGERS,137 E ANAHEIM STREET,wilmington,137 ANAHEIM 90744-4513,,,,722110,Full-service restaurants,15,04/01/2010,,"(33.78, -118.2611)",90744
5560,0002832185-0003-1,PJCA-3 LP,PAPA JOHN'S PIZZA,701 W CESAR E CHAVEZ AVENUE,los angeles,701 CESAR E CHAVEZ 90012-2104,2337   ROSCOMARE ROAD   SUITE #6,LOS ANGELES,90077-1851,722110,Full-service restaurants,1,07/27/2015,,"(34.0606, -118.2438)",90012
5561,0003003638-0001-1,HUI YAN INTERNATIONAL LLC,SINOPOT,3785   WILSHIRE BLVD   SUITE #217,los angeles,3785 WILSHIRE 90010-2889,878 S GARFIELD AVENUE,MONTEREY PARK,91754-3906,722110,Full-service restaurants,10,08/24/2017,,"(34.0628, -118.3087)",90010
5562,0000470520-0001-3,BOULES INC,CAFE DAHAB,1638 SAWTELLE BLVD,los angeles,1638 SAWTELLE 90025-3149,POST OFFICE BOX #642431,Los Angeles,90064-8117,722110,Full-service restaurants,11,07/15/2001,,"(34.0461, -118.4481)",90025
5563,0000476564-0001-0,LESLIE K JONES,SIN CITY TATTOO & BODY PIERCING,10751 GLENOAKS BLVD,pacoima,10751 GLENOAKS 91331-1683,POST OFFICE BOX #774,LA CANADA,91012-0774,722110,Full-service restaurants,7,06/01/2004,,"(34.2648, -118.4021)",91331
5564,0002794106-0001-8,LORD LEVIATHAN ENTERPRISES LLC,SWEENEY'S ALE HOUSE,17337 VENTURA BLVD SUITE #100A,encino,17337 VENTURA 91316-3970,17337   VENTURA BLVD   SUITE #100A,ENCINO,91316-3970,722110,Full-service restaurants,4,01/02/2015,,"(34.1609, -118.5105)",91316
5565,0003083732-0001-2,GRACE POKE BAR LLC,POKE BAR,9301   TAMPA AVENUE   #FC6,northridge,9301 TAMPA 91324-2503,21301   ERWIN STREET   #434,WOODLAND HILLS,91367-3727,722110,Full-service restaurants,12,11/02/2018,,"(34.24, -118.5545)",91324
